;;Lluvia (mm);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Año;Mes;Día 1;Día 2;Día 3;Día 4;Día 5;Día 6;Día 7;Día 8;Día 9;Día 10;Día 11;Día 12;Día 13;Día 14;Día 15;Día 16;Día 17;Día 18;Día 19;Día 20;Día 21;Día 22;Día 23;Día 24;Día 25;Día 26;Día 27;Día 28;Día 29;Día 30;Día 31
2014;5;5.6;15.5;0;0;0;1.1;9.6;13.5;0.3;27.9;6.4;0;0.5;1.8;0.5;3;0;0;0;0;0;2;0.8;0.8;0.3;1.5;0.3;0;1.3;0.5;25.7
2014;6;0;0;0.3;14;5.8;18.8;3;0.5;5.9;0;0.5;11.4;4.1;0.5;0.8;6.9;11.7;1;11.2;0.5;0.3;5.1;11.7;34.8;21.3;19.8;0.8;0.8;0.5;1.3;-
2014;7;8.2;0.5;0.8;0.8;0;12.2;0.3;0;23.9;30;28.7;26.9;7.4;0.3;2;4.6;13.5;0.3;2.5;1.3;3.6;9.4;10.7;3.3;1.8;2.3;11.4;3.5;1.3;12.4;2.3
2014;8;5.8;6.1;4.8;5.3;0.3;1.5;0;13.2;0.3;0.3;1;0.8;0;0.5;8.6;1.3;3.6;5.1;17.3;15.2;3.3;1.8;11.4;0.3;0;0;16.5;9.9;3.8;0.5;0.3
2014;9;0.8;0.8;14;0;8.1;7.6;0;4.1;0.3;4.8;31.5;2.5;6.4;3.3;3;1.8;22.4;7.1;0.5;0.5;0.5;2.5;5.3;20.8;20.8;0.5;0.8;13.7;15.7;0;-
2014;10;0.3;6.9;15.8;1.8;3.3;2.8;45.7;8.6;7.1;2;2.3;22.4;0.8;23.9;1.8;6.6;7.4;23.1;38.4;18;6.6;2;1.3;0.3;0;13;0;10.9;0.5;20.8;1.8
2014;11;0;-;-;2.3;7.1;20.1;1.3;2;5.8;2;0.5;1.3;1;25.1;1.8;3.5;0.3;0.3;0.3;2.5;3;0;0;0.3;20.1;9.4;21.8;6.9;0.3;0.3;-
2014;12;1;23.4;19.3;11.2;9.6;13.2;27.2;6.1;12.9;1.5;21.3;36.8;34;21.8;0.5;11.9;15.5;10.4;0;0.3;0;0;0;0.3;0.5;0.8;0.8;0;0;11.4;16
2015;1;3;5.6;2;18.3;8.1;6.1;5.8;8.4;0.3;0.3;0.5;0.3;4.3;0;0;4.1;0;0.8;4.3;6.6;0;0.3;0;0;0;0;16.5;26.2;15.5;2.3;0
2015;2;0;0;1;0;0.3;8.4;0.3;0;4.6;0;0.3;7.4;8.1;1.3;7.1;11.2;0;0.3;0.8;13;0.8;0;0;0;0;0;0.3;4.3;-;-;-
2015;3;5.1;0;0.3;0;0;1.9;3.3;5.8;0.5;0;0.8;0;0;0;0;1.3;0;0;0;0.3;0;0;0;0.5;0;0;0;0;0;0.3;3.8
2015;4;0;1.8;0.8;0;4.1;0.8;0.5;0;0;0;2.8;0.3;8.4;2;1.3;1.3;0.3;0.8;1.8;1.5;0.3;0;6.1;0;0;0;0;0;0;10.2;-
2015;5;5.1;0.3;0.5;2;0.3;0.5;1.3;0.8;0.3;0;2;13.7;1;13.2;0.8;46.2;3;0.5;5.3;23.9;2.8;1.5;2.8;40.4;3.3;3.6;3.2;0;0.3;4.4;0.6
2015;6;0;1.4;17.9;3.2;5.7;6.2;24.5;2.8;32.3;25.5;0.3;11.9;0.3;0;0.9;6.2;7.4;1.2;3.9;12.6;43.8;1.8;-;-;-;-;-;-;-;-;-
2015;7;-;-;-;-;-;-;19.2;8.2;0;0;0;0;0;9;0;0;11.1;27.4;8.8;0.3;0;1.2;11.3;4.7;1.6;0;0;5.3;3.5;9.2;0
2015;8;0.3;0;1.7;1.5;3;0.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;10;7.4;17.3;1.2;0;1.8;9.4;4.9;1;0.3;5.8;14.2;26.4;17.5;25.7;21;9.2;8.3;2.7;0;1.5;2.4;0.6;0.3;1.5;4.5;4.5;4.8;36.8;0.3;0.6;0
2015;11;0;0;1.5;1.8;7.9;1.1;0.9;1.4;0;35.9;6;0;0.3;0.6;15.8;32.1;27.6;11.8;2.8;26.7;16.7;20.2;1.6;1.2;10.3;2.5;0.3;4.4;8.6;1.7;-
2015;12;0.3;1;0.5;7.1;2.9;24.5;0.3;3.6;16.1;0.3;0;0;4.1;0.3;0;0;0;0.3;17.9;21.3;9.4;0.3;0;0;0.9;9.9;2.1;0;0;0;12.4
2016;1;5.8;0;0;0.3;0.6;0;0.6;0.3;0;0;0;0;0;0;0;0;0;0;0;0.3;2.5;0;0;3.6;0.9;0;0;0;0;0;0
2016;2;0;0;0;3.8;1.3;0;0;0;32.2;31.8;15.2;5.9;0;0.3;0;0;0;12.9;3.4;0.3;0.3;0;0;0;0;1.2;0.3;0.3;0;-;-
2016;3;0.3;0;0;0;0;0;1;0;0;0;0;0;0.6;0;0;0;0;0;0;0;2.4;1.1;0.3;0;0;0;0;0;0;0;0
2016;4;0;0;0;0;0.9;0;0;0;0;0;0;0;0;0;0;0;0.3;0.9;2.5;0;0;0;0;0;1;0;8.7;4.4;0.3;8;-
2016;5;0.6;1.9;9.5;6.1;0;38.9;0.3;0;1.1;0.3;6.1;1.3;2.4;9;0;4.4;0.3;6.9;0.3;0.3;1.5;6.1;12.3;0;2.1;13.4;23.7;26.2;16.9;11.3;6.5
2016;6;10;30.6;4.8;6.5;25.8;0.3;0;2.8;0.3;1.9;10.4;0;10;1.3;0.3;0.3;1.6;4.1;0.6;16.1;22;9.4;1.3;6.1;0.3;0;0.3;2.2;2.6;5.9;-
2016;7;2.9;16.2;2.9;6.6;1.9;7.7;9;20;0.6;15.7;9.9;1.1;1.6;0;1.4;11.5;2.4;19.1;16.9;0.3;0;3;9.5;1.4;0;1.2;1.4;0.8;0.8;2.7;0.3
2016;8;0;0.6;32.8;0.3;0.3;0.6;0.3;0;28.9;0.9;6;23.8;5.2;0.6;0.9;0.3;5.9;0.9;4.9;0.3;0.8;11.7;2.9;0;0;1.6;7.9;0.3;7.3;2.6;0.3
