;;Lluvia (mm);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Año;Mes;Día 1;Día 2;Día 3;Día 4;Día 5;Día 6;Día 7;Día 8;Día 9;Día 10;Día 11;Día 12;Día 13;Día 14;Día 15;Día 16;Día 17;Día 18;Día 19;Día 20;Día 21;Día 22;Día 23;Día 24;Día 25;Día 26;Día 27;Día 28;Día 29;Día 30;Día 31
2016;9;8.8;0.3;0;0.4;0.4;0;1.2;5;0.4;1;7;107.4;0.4;0;1.6;1.2;0.2;0;0;0;5.6;37.8;7.8;0;0.2;0.4;0.2;9.6;0.2;0.2;-99
2016;10;0;9.4;7.2;1.2;11.4;54.2;13.4;2.4;9.2;0.2;6;15;0.8;0.6;0.2;8.8;14;18.8;17;0;47.6;0.4;2;0.2;0;0;0;6.2;0.6;0.2;4.6
2016;11;0;0;0.2;0.2;0.2;0;0;0;0;0;13.2;4.8;0;0.2;0.2;1.8;2;3.4;69;78;2.8;0;23.2;3.4;0.2;0.8;4.8;6.4;0.4;0.2;-99
2016;12;5.6;0;0;28;0.2;0;0.2;2.8;13.2;1.4;19;7.4;0.2;0;3;6.2;0.2;0;0.8;8.4;4.4;1.6;0.8;-99;-99;-99;-99;-99;-99;-99;-99
2017;2;-99;-99;-99;-99;-99;-99;-99;-99;-99;0;0;0.4;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;-99;-99
2017;3;0;6;0.8;7.8;0.6;0.4;0.2;0;0;0.8;0;0;0;0;0.2;0;0.4;0.2;0;0;0.6;1.2;1.4;1.2;0.2;0;0;0;0;0;0
2017;4;0;1.2;0;0;1;0;1.2;1.2;0;0;0;0;0;0.2;0;0.4;1.4;2;17.6;0.4;7.2;5.2;0.4;0.2;0;1;0.2;0;0;0;-99
2017;5;0;0;0;45;45.8;9.6;12;14;28.6;0.6;6.8;29.6;4.4;0;13.2;69;23.4;5.2;10;4.2;25.2;36;0.2;4;8.6;16;0.2;10.2;15.2;0.6;0
2017;6;0;0;-99;-99;-99;0.2;2.8;21.4;4.4;8;0.8;0.2;0.8;3.6;32.6;0;1.4;28;67;1.8;0;8.8;0;0.2;0.2;0.2;2.4;27.6;0.4;0;-99
2017;7;1.2;1.6;0.2;10.8;0;0;4.4;0;1.2;0.2;4.6;2.6;0.4;0.8;0;0;0;0;4.2;0.4;1.8;0.2;0;0;11.4;0.2;0.8;5.2;2.6;42.8;0.6
2017;8;0.8;0;0;0;6.4;19.4;10.2;0.2;5.6;0.2;0.2;6;7.6;0.4;0.8;0.4;2.4;0.2;2;1.8;0.2;0;0;30.6;45.6;0.2;0;1.6;72.8;22;0.4
2017;9;0.2;0;0;0;4.4;0.2;0;14.8;13;2.6;8.6;0;0;3;0.4;4;16;4.2;54.4;13.4;70;37.4;14;9.8;5.6;22.4;39.8;2.6;14.4;66.4;-99
2017;10;43;8.8;4.2;70.8;26.6;0.2;0;0;0.2;0.2;0;0;0;0;0;0;0.2;0;1.8;0.6;3.4;0.2;7.2;5.4;0;20.8;6.6;0.8;0;0.2;0.2
2017;11;0;0;0;8.4;0;0;0.2;0.4;0.2;0.2;0;2;34;0.4;0.2;17;0.2;0.2;2;0.2;10;4.6;8.4;4.8;3.8;0.2;2.4;5.8;10.2;2.4;-99
2017;12;0;0;1.2;1;0.8;0.6;4.6;14;3.2;12.2;5.8;2.4;2;1;0.4;0;0.4;2;0;5.4;1.8;0;4.4;0.6;6;0;0;0.4;0;1.4;1.8
2018;1;0;0.6;15.2;1.6;3.4;4.4;9.4;1.4;0;0;0;0;3;15.8;6;2.2;0.8;-99;1.8;3;6;0;1.6;4.8;0.2;0.2;0;0;1;6.8;21.8
2018;2;0.8;0.6;0.4;0.2;0;0;0;0;0.8;8.8;0.4;3.2;4;0;0.2;1.2;0.2;0;0;0;7.2;4.2;2.6;0;0;0;0.4;0.2;-99;-99;-99
2018;3;0;0;0;0;0;0.8;0;0.6;0.8;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0.2;0;0;0;0;0;0
2018;4;0;0;0;0;0;4.8;1.4;0.2;0;0;0;0;0;0;0;0;0;0;0;0.6;0.4;0;1.4;0.2;0.6;0;0.6;0.2;0;0.8;-99
2018;5;0;0;0;0;0;0.4;0.2;0;0;0;0.2;1.2;1;0.2;1.2;18.6;4.8;26;1.4;71;8.2;9;20.2;3.8;57.4;11.6;4.8;29.8;22.6;2.2;13.2
2018;6;0;1.2;25.8;3.4;0.2;3;1.2;0.6;0.6;25;3.6;53.8;24.8;4.4;0.6;4.2;0.2;0.2;0.4;78.4;0;0;8.6;0.2;4.8;12;0.4;11;3;0;-99
2018;7;2;0.4;0.2;0;0;2.6;7.8;0.6;1.4;4.8;8.2;0;19;49.4;25.6;10.2;3;11.2;7.6;10.4;2.2;9.4;2.2;0.2;7.6;0.2;2.4;0.2;0.2;2.4;1.2
2018;8;10.4;37;0.6;0.6;0.6;0;0;0;2.4;1.4;21.2;1.6;0;0.4;0.2;9.2;1.4;0.2;0.2;0;0;4.6;1.4;0.6;0.4;0;0;0;1.6;5.8;0
2018;9;-99;-99;-99;-99;-99;-99;18;8.8;9.8;6.4;0.2;0;0.2;6.6;16.8;0;0;1;0;5.2;0.2;3.8;1.2;3.4;0.6;6.4;0.2;39.2;1;9.8;-99
2018;10;37.6;41.2;0.2;23;17.6;0;0;36.4;0.2;0;28.2;11.4;50.4;2.2;8.4;3.8;20.4;0.2;0;8;0.2;0;0.8;0;0;0.6;0.8;6.8;9;0.2;0.2
2018;11;0.6;1.6;0.8;16.4;1.4;0.2;0.2;0.2;0;0.4;0.4;4.4;0.6;4.6;1.8;0.4;4.8;0.6;2.6;5;10.8;1.6;0.2;0;0.2;0;0.2;0;0.2;0.6;-99
2018;12;0;0;0.2;0.2;0.2;0;3.2;0;0;0;1.2;0.2;0;0;1.4;0.6;0.2;0;0;0;7.4;15.8;1.8;0;0;0.2;0;0;0.4;0;0.2
2019;1;0.2;5.6;0.2;0;0;0;0;0;0.2;0.2;0;0.2;0;0.2;0.2;0;0.2;0.2;0;1.4;1;0;0;0.2;0;0.2;0;0;0.2;0;0.2
2019;2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;1;11.2;4;0.8;0.2;-99;-99;-99
2019;3;0;0;0.2;0;0;2.8;1;0;0;0;0.2;0;0.2;0.8;0;1.4;5.6;0.6;0.4;0.4;0;0;0;0;0.2;0;0;0;0;0.4;0
2019;4;0;0;0;0;0;0;0;0.6;6.2;44;0.4;0;0;0;0;0;0.2;0.8;0.4;0.2;0;0;0;0;0;0;0;0;1.6;0.8;-99
2019;5;0.4;0.8;1;0.6;0;2.8;3.4;12.4;0.2;0;0.4;4.6;0.4;0;51.6;0;1.6;3.4;32.4;37.6;41.6;1;10.8;17.8;29.4;1.2;9.8;28.2;14.6;7;0.6
